code,title,units,prereqs,offered,corrupt
EUST 200,Ideas of Europe and European Identities,4 Units,,"Terms offered: Spring 2018, Spring 2017<br/>
Ideas of Europe and European Identities engages with a critical reflection on the notion of Europe and European identities, either from a historical and/or a contemporary perspective. It provides a critical explanatory analysis of issues relating to European history, European borders, integration and disintegration, migration, transnational Europe, postcolonial Europe, and/or the position of Europe in a globalized world.",0
EUST 201,European Institutions and Social Conflicts,4 Units,,"Terms offered: Fall 2016<br/>
This course engages with a reflection on European institutions and social conflicts, either from a historical and/or contemporary perspective. It provides a critical explanatory analysis of issues relating to European Institutions such as the EU Commission, Council, Parliament and Court of Justice, the European Central Bank, the European Investment Bank, the Organization for Security and Co-operation in Europe, as well as general issues relating to the European economy",0
