code,title,units,prereqs,offered,corrupt
CMPBIO 98BC,Berkeley Connect in Computational Biology,1 Unit,,"Terms offered: Fall 2017, Fall 2016, Spring 2016<br/>
Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department",0
CMPBIO 198BC,Berkeley Connect in Computational Biology,1 Unit,,"Terms offered: Fall 2017, Fall 2016, Spring 2016<br/>
Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department",0
CMPBIO C256,"Human Genome, Environment and Public Health",4 Units," Introductory level biology/genetics course, or consent of instructor. Introductory biostatistics and epidemiology courses strongly recommended","Terms offered: Spring 2018<br/>
This introductory course will cover basic principles of human/population genetics and molecular biology relevant to molecular and genetic epidemiology. The latest methods for genome-wide association studies and other approaches to identify genetic variants and environmental risk factors important to disease and health will be presented. The application of biomarkers to define exposures and outcomes will be explored. Recent developments in genomics, epigenomics and",0
CMPBIO 290,Special Topics - Computational Biology,1 - 4 Units," Graduate standing in EECS, MCB, Computational Biology or related fields; or consent of the instructor","Terms offered: Spring 2018, Spring 2016, Spring 2015<br/>
A graduate seminar class in which students closely examine recent computational methods in molecular and systems biology, for example for modeling mechanisms related to the regulation of gene expression and/or high-throughput sequencing data. The course will focus on computational methodology but will also cover relevant and interesting biological applications.",0
CMPBIO 293,Doctoral Seminar in Computational Biology,2 Units,,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
This one-year interactive seminar builds skills, knowledge and community in computational biology for first year PhD and second year Designated Emphasis students. Topics covered include concepts in human genetics/genomics, laboratory methodologies and data sources for computational biology, workshops/instruction on use of various bioinformatics tools, critical review of current research studies and computational methods, preparation for success",0
CMPBIO 294A,Introduction to Research in Computational Biology,2 - 12 Units, Standing as a Computational Biology graduate student,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Closely supervised experimental or computational work under the direction of an individual faculty member; an introduction to methods and research approaches in particular areas of computational biology.",0
CMPBIO 294B,Introduction to Research in Computational Biology,2 - 12 Units, Standing as a Computational Biology graduate student,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Closely supervised experimental or computational work under the direction of an individual faculty member; an introduction to methods and research approaches in particular areas of computational biology.",0
CMPBIO 295,Individual Research for Doctoral Students,1 - 12 Units, Acceptance in the Computational Biology PhD program; consent of instructor,"Terms offered: Summer 2018 10 Week Session, Spring 2018, Summer 2017 10 Week Session<br/>
Laboratory research, conferences. Individual research under the supervision of a faculty member.",0
